Term,Overlap,P.value,Adjusted.P.value,Old.P.value,Old.Adjusted.P.value,Odds.Ratio,Combined.Score,Genes,enrichr
A-Netherlands-602-2009(H1N1) 30Hour GSE40844,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,POM121L8P,Virus Perturbations from GEO up
A-Netherlands-602-2009(H1N1) 36Hour GSE40844,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,POM121L8P,Virus Perturbations from GEO up
A-Netherlands-602-2009(H1N1) 3Hour GSE40844,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,CCDC121,Virus Perturbations from GEO up
icSARS CoV 0Hour GSE37827,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,INPP4A,Virus Perturbations from GEO up
icSARS CoV 24Hour GSE37827,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,GOSR1,Virus Perturbations from GEO up
A-VN-1203-2004(H5N1) Day2-10^2pfu GSE33263,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,UGT1A8,Virus Perturbations from GEO up
A-VN-1203-2004(H5N1) Day2-10^3pfu GSE33263,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,UGT1A8,Virus Perturbations from GEO up
icSARS CoV 36Hour GSE33267,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,REPS2,Virus Perturbations from GEO up
A-VN-1203-2004(H5N1) Day2-10^4pfu GSE33263,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,UGT1A8,Virus Perturbations from GEO up
icSARS CoV 3Hour GSE33267,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,ZNF365,Virus Perturbations from GEO up
A-VN-1203-2004(H5N1) Day7-10^2pfu GSE33263,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,UGT1A8,Virus Perturbations from GEO up
icSARS CoV 54Hour GSE33267,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,REPS2,Virus Perturbations from GEO up
A-VN-1203-2004(H5N1) Day7-10^3pfu GSE33263,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,MAGEB2,Virus Perturbations from GEO up
A-Vietnam-1203-2004(H5N1) 18Hour GSE28166,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,GOSR1,Virus Perturbations from GEO up
icSARS CoV 72Hour GSE37827,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,GOSR1,Virus Perturbations from GEO up
A-Vietnam-1203-2004(H5N1) 2day-TNFRSF1BKO GSE40792,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,SLC34A1,Virus Perturbations from GEO up
A-Vietnam-1203-2004(H5N1) 2day-wtC57BL-6J GSE40792,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,GOSR1,Virus Perturbations from GEO up
A-Vietnam-1203-2004(H5N1) 7Hour GSE43204,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,MFNG,Virus Perturbations from GEO up
A-Vietnam-1203 CIP048 RG3-2004(H5N1)PB1-F2del 1day-MOI-10^3 GSE43302,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,CGGBP1,Virus Perturbations from GEO up
A-Vietnam-1203 CIP048 RG3-2004(H5N1)PB1-F2del 4day-MOI-10^4 GSE44441,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,CCDC7,Virus Perturbations from GEO up
A-Vietnam-1203 CIP048 RG3-2004(H5N1)PB1-F2del 7day-MOI-10^3 GSE43302,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,GOSR1,Virus Perturbations from GEO up
A-Vietnam-1203 CIP048 RG3-2004(H5N1)mutPB1-F2del 3Hour GSE43203,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,POM121L4P,Virus Perturbations from GEO up
A-Vietnam-1203 CIP048 RG3-2004(H5N1)mutPB2-627E 12Hour GSE43203,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,CORT,Virus Perturbations from GEO up
A-Vietnam-1203 CIP048 RG3-2004(H5N1)mutPB2-627E 3Hour GSE43203,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,POM121L4P,Virus Perturbations from GEO up
A-Vietnam-1203 CIP048 RG4-2004(H5N1)HAAvirmut 1day-MOI-10^4 GSE37572,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,PLXNA2,Virus Perturbations from GEO up
A-Vietnam-1203 CIP048 RG4-2004(H5N1)HAAvirmut 7day-MOI-10^4 GSE37572,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,OIP5,Virus Perturbations from GEO up
A-Vietnam-1203 CIP048 RG4-2004(H5N1)NS1trunc124 1day-MOI-10^3 GSE44445,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,CCDC7,Virus Perturbations from GEO up
A-Vietnam-1203 CIP048 RG4-2004(H5N1)NS1trunc124 2day-MOI-10^3 GSE44445,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,KLK5,Virus Perturbations from GEO up
A-Vietnam-1203 CIP048 RG4-2004(H5N1)NS1trunc124 2day-MOI-10^4 GSE44445,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,C1QL1,Virus Perturbations from GEO up
A-Vietnam-1203 CIP048 RG4-2004(H5N1)NS1trunc124 7day-MOI-10^4 GSE44445,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,ARHGAP19,Virus Perturbations from GEO up
A-Vietnam-1203 CIP048 RG4-2004(H5N1)NS1trunc 18Hour GSE43204,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,PLXNA2,Virus Perturbations from GEO up
A-Vietnam-1203 CIP048 RG4-2004(H5N1)PB2-627E 1day-MOI-10^4 GSE43301,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,IL25,Virus Perturbations from GEO up
A-Vietnam-1203 CIP048 RG4-2004(H5N1)PB2-627E 2day-MOI-10^4 GSE43301,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,PLXNA2,Virus Perturbations from GEO up
A CA 04 2009 4dayMOI-10^3 GSE37569,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,C1QL1,Virus Perturbations from GEO up
A CA 04 2009 4dayMOI-10^4 GSE37569,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,ARHGAP19,Virus Perturbations from GEO up
A CA 04 2009 4dayMOI-10^5 GSE37569,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,C1QL1,Virus Perturbations from GEO up
A CA 04 2009 7dayMOI-10^3 GSE37569,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,IL25,Virus Perturbations from GEO up
A CA 04 2009 7dayMOI-10^5 GSE37569,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,KIF2C,Virus Perturbations from GEO up
Dhori Virus 12Hour GSE17400,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,CCL25,Virus Perturbations from GEO up
Dhori Virus 24Hour GSE17400,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,MFNG,Virus Perturbations from GEO up
Dhori Virus 48Hour GSE17400,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,SLC34A1,Virus Perturbations from GEO up
Ebolavirus(EBOV) 1day Splenocytes GSE17509,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,ZNF365,Virus Perturbations from GEO up
Ebolavirus(EBOV) 5day Splenocytes GSE17509,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,SIRT4,Virus Perturbations from GEO up
Ebolavirus(EBOV) 7day Splenocytes GSE17509,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,ZNF365,Virus Perturbations from GEO up
HCV JFH-1 24Hour GSE20948,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,NUDT4,Virus Perturbations from GEO up
HCV JFH1 168Hour-Huh7 GSE29889,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,ANKRD26,Virus Perturbations from GEO up
HEV 60Day GSE53731,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,REPS2,Virus Perturbations from GEO up
HHV8 72Hour-LEC GSE16354,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,TMCO6,Virus Perturbations from GEO up
HIV Infected-mDC GSE42058,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,NDUFA2,Virus Perturbations from GEO up
Norwalk Virus HG23 GSE15520,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,PLAGL2,Virus Perturbations from GEO up
RSV-A2 24Hour-B6.129PF1 J GSE18170,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,CASC1,Virus Perturbations from GEO up
RSV-A2 24Hour-KO RSV GSE18170,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,ZNF365,Virus Perturbations from GEO up
RSV 48Hour GSE32138,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,MYO16,Virus Perturbations from GEO up
Rabies CVS-11 7day-Brain GSE30577,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,MFNG,Virus Perturbations from GEO up
SARS-BatSRBD 0Hour GSE47961,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,SIRT4,Virus Perturbations from GEO up
SARS-BatSRBD 36Hour GSE47960,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,NUDT4,Virus Perturbations from GEO up
SARS-BatSRBD 60Hour GSE47960,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,POM121L4P,Virus Perturbations from GEO up
SARS-BatSRBD 60Hour GSE47962,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,CGGBP1,Virus Perturbations from GEO up
SARS-BatSRBD 72Hour GSE47961,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,CGGBP1,Virus Perturbations from GEO up
SARS-BatSRBD Day2 GSE50000,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,CCDC7,Virus Perturbations from GEO up
SARS-BatSRBD Day4 GSE50000,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,PLAGL2,Virus Perturbations from GEO up
SARS-CoV MA15 Day1-PFU-10^5 GSE33266,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,MAGEB2,Virus Perturbations from GEO up
SARS-CoV MA15 Day1-PFU-10^5 GSE50000,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,KLK5,Virus Perturbations from GEO up
SARS-CoV MA15 Day2-C57BL6 GSE50878,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,GOSR1,Virus Perturbations from GEO up
SARS-CoV MA15 Day2-PFU-10^3 GSE33266,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,UGT1A8,Virus Perturbations from GEO up
SARS-CoV MA15 Day2-PFU-10^4 GSE33266,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,UGT1A8,Virus Perturbations from GEO up
SARS-CoV MA15 Day2-PFU-10^5 GSE33266,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,UGT1A8,Virus Perturbations from GEO up
SARS-CoV MA15 Day2 GSE49262,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,GOSR1,Virus Perturbations from GEO up
SARS-CoV MA15 Day4-PFU-10^3 GSE33266,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,ANKRD26,Virus Perturbations from GEO up
SARS-CoV MA15 Day4-PFU-10^4 GSE50000,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,C1QL1,Virus Perturbations from GEO up
SARS-CoV MA15 Day4-TNFRsf1b KO GSE40824,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,KIF2C,Virus Perturbations from GEO up
SARS-CoV MA15 Day4 GSE49262,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,GOSR1,Virus Perturbations from GEO up
SARS-CoV MA15 Day4 GSE49263,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,ANKRD26,Virus Perturbations from GEO up
SARS-CoV MA15 Day7-C57BL6 GSE50878,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,KIF2C,Virus Perturbations from GEO up
SARS-CoV MA15 Day7-CXCR3KO GSE50878,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,GOSR1,Virus Perturbations from GEO up
SARS-CoV MA15 Day7 GSE49263,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,OIP5,Virus Perturbations from GEO up
SARS-CoV NSP16 Day4 GSE49263,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,ANKRD26,Virus Perturbations from GEO up
SARS-CoV NSP16 Day7 GSE49263,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,SLC34A1,Virus Perturbations from GEO up
SARS-CoV 0Hour GSE47962,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,POM121L4P,Virus Perturbations from GEO up
SARS-CoV 12Hour GSE17400,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,CGGBP1,Virus Perturbations from GEO up
SARS-CoV 24Hour GSE17400,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,SLC34A1,Virus Perturbations from GEO up
SARS-CoV 24Hour GSE47961,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,HIST1H4I,Virus Perturbations from GEO up
SARS-CoV 24Hour GSE47962,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,POM121L8P,Virus Perturbations from GEO up
SARS-dORF6 0Hour GSE47960,1/300,0.5649877697794934,1,0,0,1.2121212121212124,0.692062053912678,ZCCHC4,Virus Perturbations from GEO up
Vaccinia virus (strain Western Reserve / WR),1/15,0.04047900435479814,1,0,0,24.242424242424242,77.74477212809018,CCL25,VirusMINT
Human immunodeficiency virus 1,1/489,0.7441906889623373,1,0,0,0.7436326454731363,0.21971219529291927,HIST1H4I,VirusMINT
Valproic acid pathway WP3871,1/13,0.035176210749711605,1,0,0,27.972027972027977,93.63315400919967,UGT1A3,WikiPathways 2019 Human
Oxysterols derived from cholesterol WP4545,1/15,0.04047900435479814,1,0,0,24.242424242424242,77.74477212809018,IL25,WikiPathways 2019 Human
NAD+ metabolism WP3644,1/16,0.04311966044654766,1,0,0,22.72727272727273,71.44945970519642,SIRT4,WikiPathways 2019 Human
Regulation of Wnt/B-catenin Signaling by Small Molecule Compounds WP3664,1/17,0.04575318132531505,1,0,0,21.390374331550802,65.97848026765448,APC,WikiPathways 2019 Human
Tamoxifen metabolism WP691,1/21,0.056216290109268874,1,0,0,17.316017316017316,49.844999211915784,UGT1A8,WikiPathways 2019 Human
Nuclear Receptors Meta-Pathway WP2882,3/319,0.05746306125586235,1,0,0,3.419777714448561,9.768981307116444,UGT1A1;UGT1A3;UGT1A9,WikiPathways 2019 Human
NAD+ biosynthetic pathways WP3645,1/22,0.058814417525785305,1,0,0,16.528925619834713,46.8325331920071,SIRT4,WikiPathways 2019 Human
PPAR Alpha Pathway WP2878,1/26,0.06913688806581876,1,0,0,13.986013986013988,37.3659699954409,UGT1A9,WikiPathways 2019 Human
Wnt/beta-catenin Signaling Pathway in Leukemia WP3658,1/26,0.06913688806581876,1,0,0,13.986013986013988,37.3659699954409,APC,WikiPathways 2019 Human
Gastric Cancer Network 1 WP2361,1/29,0.07680571856735215,1,0,0,12.539184952978056,32.18151951207723,APC,WikiPathways 2019 Human
Extracellular vesicle-mediated signaling in recipient cells WP2870,1/30,0.07934818460888594,1,0,0,12.121212121212121,30.71405709753139,APC,WikiPathways 2019 Human
IL17 signaling pathway WP2112,1/31,0.08188377576047076,1,0,0,11.730205278592376,29.35430388164101,IL25,WikiPathways 2019 Human
Development and heterogeneity of the ILC family WP3893,1/32,0.08441251026917236,1,0,0,11.363636363636365,28.091359800301635,IL25,WikiPathways 2019 Human
Notch Signaling WP268,1/45,0.1166703193152625,1,0,0,8.080808080808081,17.360833173659394,MFNG,WikiPathways 2019 Human
Wnt Signaling Pathway WP363,1/52,0.13357498408436996,1,0,0,6.993006993006994,14.077568393633378,APC,WikiPathways 2019 Human
Copper homeostasis WP3286,1/52,0.13357498408436996,1,0,0,6.993006993006994,14.077568393633378,APC,WikiPathways 2019 Human
Mitochondrial complex I assembly model OXPHOS system WP4324,1/56,0.143091755363307,1,0,0,6.4935064935064934,12.625124731114882,NDUFA2,WikiPathways 2019 Human
Oxidative phosphorylation WP623,1/60,0.1525058751374526,1,0,0,6.0606060606060606,11.39728580718343,NDUFA2,WikiPathways 2019 Human
Endometrial cancer WP4155,1/63,0.1594997542108036,1,0,0,5.772005772005772,10.595745441596085,APC,WikiPathways 2019 Human
Association Between Physico-Chemical Features and Toxicity Associated Pathways WP3680,1/66,0.1664369577851922,1,0,0,5.5096418732782375,9.879551918355762,APC,WikiPathways 2019 Human
Histone Modifications WP2369,1/67,0.16873684244821463,1,0,0,5.4274084124830395,9.657611522098323,HIST1H4I,WikiPathways 2019 Human
Chromosomal and microsatellite instability in colorectal cancer  WP4216,1/73,0.18240588726064513,1,0,0,4.981320049813201,8.475820299947756,APC,WikiPathways 2019 Human
ncRNAs involved in Wnt signaling in hepatocellular carcinoma WP4336,1/86,0.2112695256357926,1,0,0,4.2283298097251585,6.573448574930159,APC,WikiPathways 2019 Human
Hair Follicle Development: Cytodifferentiation (Part 3 of 3) WP2840,1/87,0.21344789833274336,1,0,0,4.179728317659352,6.455015724168341,KLK5,WikiPathways 2019 Human
LncRNA involvement in canonical Wnt signaling and colorectal cancer WP4258,1/94,0.2285319804611705,1,0,0,3.8684719535783367,5.7101706777042365,APC,WikiPathways 2019 Human
Wnt Signaling Pathway and Pluripotency WP399,1/102,0.24542334380987546,1,0,0,3.5650623885918007,5.008094922209838,APC,WikiPathways 2019 Human
Electron Transport Chain (OXPHOS system in mitochondria) WP111,1/103,0.2475090637397272,1,0,0,3.5304501323918798,4.929596033445069,NDUFA2,WikiPathways 2019 Human
DNA Damage Response (only ATM dependent) WP710,1/110,0.26195144837135037,1,0,0,3.3057851239669422,4.428416872572166,APC,WikiPathways 2019 Human
Wnt Signaling WP428,1/115,0.2721004612419189,1,0,0,3.16205533596838,4.115680436601518,APC,WikiPathways 2019 Human
ESC Pluripotency Pathways WP3931,1/116,0.27411375842977564,1,0,0,3.134796238244514,4.057091166160127,APC,WikiPathways 2019 Human
Spinal Cord Injury WP2431,1/118,0.27812396454732313,1,0,0,3.0816640986132513,3.9435696426640354,PLXNA2,WikiPathways 2019 Human
Ectoderm Differentiation WP2858,1/138,0.3170484671305441,1,0,0,2.635046113306983,3.0268791136641195,PLXNA2,WikiPathways 2019 Human
Endoderm Differentiation WP2853,1/141,0.3227065434583053,1,0,0,2.5789813023855577,2.916858550384591,APC,WikiPathways 2019 Human
Brain-Derived Neurotrophic Factor (BDNF) signaling pathway WP2380,1/144,0.3283185893429043,1,0,0,2.525252525252525,2.8125526086895167,APC,WikiPathways 2019 Human
Regulation of Actin Cytoskeleton WP51,1/150,0.3394060573350531,1,0,0,2.4242424242424248,2.61953473734522,APC,WikiPathways 2019 Human
Breast cancer pathway WP4262,1/154,0.34669766518989337,1,0,0,2.361275088547816,2.5013038032950474,APC,WikiPathways 2019 Human
Nonalcoholic fatty liver disease WP4396,1/155,0.3485081846108929,1,0,0,2.346041055718475,2.4729467772520697,NDUFA2,WikiPathways 2019 Human
Insulin Signaling WP481,1/160,0.3574871455507493,1,0,0,2.272727272727273,2.3378542590816496,INPP4A,WikiPathways 2019 Human
EGF/EGFR Signaling Pathway WP437,1/162,0.3610446105700949,1,0,0,2.244668911335578,2.2867648783335657,REPS2,WikiPathways 2019 Human
Chemokine signaling pathway WP3929,1/164,0.3645827347443586,1,0,0,2.2172949002217295,2.237254482979635,CCL25,WikiPathways 2019 Human
Vitamin D Receptor Pathway WP2877,1/182,0.39557236813680974,1,0,0,1.9980019980019983,1.8529900692485193,IL25,WikiPathways 2019 Human
Ciliary landscape WP4352,1/216,0.45011265954977075,1,0,0,1.6835016835016836,1.34386763130673,APC,WikiPathways 2019 Human
Oxidative Stress WP412,1/28,0.07425635936300792,1,0,0,12.987012987012987,33.76924489584765,UGT1A1,WikiPathways 2019 Mouse
Notch Signaling Pathway WP29,1/46,0.11910495002095219,1,0,0,7.905138339920949,16.820160012614917,MFNG,WikiPathways 2019 Mouse
Wnt Signaling Pathway WP403,1/60,0.1525058751374526,1,0,0,6.0606060606060606,11.39728580718343,APC,WikiPathways 2019 Mouse
Oxidative phosphorylation WP1248,1/62,0.15717478081657915,1,0,0,5.865102639296188,10.852767385526858,NDUFA2,WikiPathways 2019 Mouse
Delta-Notch Signaling Pathway WP265,1/83,0.20469880592331144,1,0,0,4.381161007667032,6.949466022487533,MFNG,WikiPathways 2019 Mouse
Wnt Signaling Pathway and Pluripotency WP723,1/97,0.23490930472582544,1,0,0,3.7488284910965324,5.4303871665149845,APC,WikiPathways 2019 Mouse
Spinal Cord Injury WP2432,1/99,0.2391320690843626,1,0,0,3.6730945821854917,5.255240732272873,PLXNA2,WikiPathways 2019 Mouse
Electron Transport Chain WP295,1/103,0.2475090637397272,1,0,0,3.5304501323918798,4.929596033445069,NDUFA2,WikiPathways 2019 Mouse
Wnt Signaling Pathway NetPath WP539,1/108,0.257853055534351,1,0,0,3.367003367003367,4.56351989397111,APC,WikiPathways 2019 Mouse
ESC Pluripotency Pathways WP339,1/118,0.27812396454732313,1,0,0,3.0816640986132513,3.9435696426640354,APC,WikiPathways 2019 Mouse
Regulation of Actin Cytoskeleton WP523,1/152,0.34306179381896656,1,0,0,2.3923444976076556,2.5594370601337215,APC,WikiPathways 2019 Mouse
Insulin Signaling WP65,1/159,0.35570112781545765,1,0,0,2.2870211549456836,2.3640124170151484,INPP4A,WikiPathways 2019 Mouse
mRNA processing WP310,2/457,0.35894983073620385,1,0,0,1.5914064054107817,1.630511474059804,TTC39A;ENOX1,WikiPathways 2019 Mouse
EGFR1 Signaling Pathway WP572,1/178,0.38881666298746886,1,0,0,2.042900919305414,1.9298209393996952,REPS2,WikiPathways 2019 Mouse
Chemokine signaling pathway WP2292,1/190,0.408864566053961,1,0,0,1.9138755980861244,1.7117154298924617,CCL25,WikiPathways 2019 Mouse
PluriNetWork WP1763,1/292,0.5551508520040852,1,0,0,1.2453300124533002,0.7328958863702808,APC,WikiPathways 2019 Mouse
